text,label,speaker
"And, and, you know, it's like, for example, like Leading Edge.",sd,A
"I was wondering what you thought about that making the general, uh, getting a general into politics.",sd,A
"I just, you know, reading some Spanish words",sd,A
but seems to me like if they made the hole bigger it'd be easier.,sv,B
but we have just found it just real enjoyable to be alone up in the mountains.,sd,A
"And I drove that one home,",sd,A
"and then you know, we just goofed up the medical insurance and the car insurance and stuff and blew it",sd,B
"there's a lot of, you know,",%,A
and that's made a difference in the way I do my job because it's so much easier to get hold of people and get quick answers to things. Even when they're on another continent.,sd,A
"And, not being, you know,",%,A
Yeah.,b,A
"In my day, we talked quietly behind our hands about people that we suspected might be,  sleeping with their boyfriends",sd,A
Uh-huh.,b,B
"crime is one of those things that's, uh,",%,B
I don't know if you've ever looked at a Continental.,qy^d,B
I got too much weight on right now.,sd,A
But you can't do that today.,sv,A
"Well, that's interesting.",ba,B
"he's, uh, taken to the training pretty well",sd,A
"and I got to do all of the masking tape and then all of the little fine, uh, trim work, where I'd use a small brush and, uh, try to keep the paint from dripping on the windows and things like that",sd,A
"So I can't,",%,A
"I see what year saying,",ba,B
We try to work it with their hours.,sd,A
"Well, I don't see how he couldn't be, you know.",sd,B
"I think we're very lucky because just my job sort of builds in flexible schedules,",sd,B
Uh-huh.,b,B
Right.,b,A
We were just all really grouchy when it was over.,sd,B
"Yeah,",b,B
"It didn't hurt too much,",sd,A
"Yeah,",aa,B
Pretty good.,sd,B
"They have had one the last two years. We go out to the, my dad's farm and, uh, and, you know, it is just a picnic and spend the night. Go fishing and stuff like that.",sd,A
"It says three for a B gift, five for a C gift, et cetera.",sd,B
"We have a, a very small phone company down here.",sd,B
What is that?,qw,B
"And then when A T and T came along and offered a free one, uh, I accepted that,",sd,A
"Uh  Uh, too often I think they are not",sv,B
"And you excuse me. He went down to Uba , and noticed that it was hanging off where, where they had tried to break it off.",sd,A
"And, I can carry more in that, uh, that trunk area in my little Honda than I can in the big cars,",sd,B
"for all the inside parts you brown hamburger and put some, um, tomato sauce in it,",sd,B
there's parties.,sd,A
"It's really, tough.",sd,A
"I, I would have guessed eight even",sd,A
"Yeah,",ny,B
Uh-huh.,b,A
"so she couldn't possibly turn them out like some of these popular writers,",sv,A
Is that what you think?,qy,A
"I don't care how good you, they are.",sd,B
Yeah.,b,A
Um.,%,A
"No,",b,B
but I think the male needs to be the dominant person.,sv,A
Uh-huh.,b,B
Uh-huh.,b,A
"Um, I do vary.",sd,B
because I'm down at N C State.,sd,A
Uh-huh.,b,B
"oh my husband's going upstairs,",sd,B
"So yeah, um,",%,B
"I've never quite understood that. I've never, uh, you know, even though, um, I, I've never been, uh, sort of politically minded,",sd,B
Uh-huh.,b,B
"Yeah,",aa,A
"and I say that's great, why not, you know.",sd,A
"and, uh, I saw on T V, they had a program on, uh, credit cards",sd,B
you can't do anything to it,sv,B
Huh.,%,B
"Well, everybody needs retraining.",sv,A
"Maybe, it's, it's not,",%,B
I'm not familiar with those homes per se,sd,B
"And, uh, but they didn't, didn't occur to them that, um, that they could have taken a sample um, from,",sd,A
it has to be.,sv,B
"But, I mean the whole idea behind it is far fetched.",sv,B
"Well, that, that's good,",sd,A
Uh-huh.,b,A
"See, I grew up in Nebraska",sd,A
So I think he's in a pretty awkward position now,sv,A
It's ridiculous.,sd,A
"if, if it said that. I feel I'm well enough equipped.",sd,A
Uh-huh.,b,B
"So you think if, if trials were held by judges or experts, that they, they would tend not to, uh, admit, not to convict people on circumstantial evidence?",qy,A
they made a position for them some where.,sd,B
"So we're talking about drug testing in the work place, huh. *listen",qy,B
I know what I like to listen to as far as classical music.,sd,B
Uh-huh.,b,B
"I mean people will just look at you as a person and not as a man or a woman,",sv,B
Must have been terrible.,ba,A
"So. Actually, I actually enjoyed that as well.",sd,B
Right.,b,B
"So, what sort of car are you interested in getting next?",qw,B
"And that would give them,  experience in the courtroom,",sv,B
"that's true,",aa,B
"well, it was the equivalent of a Christmas present.",arp_nd,A
"Yeah,",ny,B
Yeah.,b,B
"I like to refer to this as sort of CONSUMER REPORT phenomenon. Which is everybody that I know reads CONSUMER REPORTS so the people who do feel that CONSUMER REPORTS does a wholly inadequate job in their area of particular interest. But, assume that they do a reasonable job in other areas. Uh, without thinking that there were people in, who think each other areas, area of, of specialty",sd,B
"Yeah,",aa,B
"As far as  just having handguns around to, to have them, I don't believe that you should have handguns around.",sv,A
Uh-huh.,b,B
Something like that.,sd,A
"I mean somebody is not going to break in, steal it, and you know, use it to mug someone, you know.",sv,A
"and if there isn't, if there isn't and we do some the right things, I think,",sd,B
one leads the other?,^q,B
"and they interrupt at ten, minutes.",sd,A
"I think that's what it is,",sd,B
but we don't have any yet.,sd,B
okay,%,A
I guess we've discussed everything there is about clothing,sv,B
"uh, and, uh, there were, uh, there's a big, there's a big lake,",sd,B
"To get, to get good lumber it costs,",%,B
"I mean, sometimes it's good to have a bigger family because it does make you more independent.",sv,B
but.,%,A
What's a good apple to bake pies with?,qw,A
"Ooh, blue is hard, you know.",sv,B
"She was four, or three,",sd,A
yeah.,fc,B
"yes,",aa,A
Yep,aa,A
That's right.,aa,B
"No,",aa,A
"I think that it should be,",sv,A
"Yeah,",aa,A
"What,",%,A
"that was something that had to be done quickly,  you know, because of external circumstances,",sd,A
"Don't remember her breaking, uh,",b^m,A
What did he teach?,qw,B
"Uh, you know, there are certain months of the year that you'll spend more on food than other months. And  certain times when that will be left over.",sd,B
"Uh, if your defining it in terms of information gone even if it's something you don't know about it, well, then I guess one could assume one was invaded",sv,B
"Is, uh,",%,A
"Uh, his most recent ones have actually been fairly mainstream, like HAIR SPRAY.",sd,A
"and that's about it,",sd,A
"Uh, some of did too.",sd,A
"Um, do you go to the operas that they sing English or go to the ones that they sing other languages?",qy,B
Uh-huh.,b,B
"and in the state, uh, they had the best pre med uh, curriculum for the, uh, state institutions.",sd,A
Uh-huh.,b,A
"So, uh, I guess I use about eighty percent written, is probably my input and twenty percent, uh, television.",sd,B
that's good.,ba,A
Use a lot of discernment.,^q,A
Is that what you feel good about in the news coverage?,qy,B
"I mean, there is,  it's, it's,  a blackening seasoning.",sd,A
"next year she's going to be five, six years old in kindergarten, in same school with, you know, uh, I guess ten year olds.",sd,A
"and when he, when he got it back his, um, dashboard was sitting in the front seat",sd,A
"Oh, well, I guess, retirement, that kind of thing which I don't worry much about so",sv,B
thank you .,ft,A
Uh-huh.,b,B
"Uh, I guess that would be up there.",sv,A
"But that, that's incredible.",sv,B
but we do have some blackberry bushes.,sd,A
"In fact, I remember getting my first MasterCard,",sd,B
"the problem in Texas is that, uh, they've got so much paper now from people recycling that they've got no way to, uh, reprocess it.",sd,B
Thick and brown and so on.,sd,B
Uh-huh.,b,A
"but now their saying that they're, really not that much in comparison to the others because you don't have to use the water to wash them, and, you know, all different kinds of things too,",sd,B
Uh-huh.,b,B
"and I know, uh, in my children's case it was one where, uh, pretty much up until the older of two was in, uh, let's see, I guess basically starting junior high",sd,B
"so that makes sense,",sv,B
and it takes a certain skill to play hockey.,sv,B
"it, it was pretty early in the year.",sd,B
"Uh, but in Orlando, before I moved up, we had a real problem with it.",sd,B
"Well, a lot of the experience that I have with this problem has to do with my brother-in-law who's Chinese and immigrated from China.",sd,B
Right.,b,A
Yeah.,b,B
"and, um, when I was at U T, I was in a group called Ensemble One oh Nine, just twelve singers",na,A
"You know, they had the Merv",sd,B
so we talked about Cardinals.,sd,B
I don't think so.,aa,A
"Yeah,",b^m,A
On the other hand I know it's a much more polluter than any of the newer model cars I have.,sv,A
"It, uh,",%,A
"Oh yeah,",b,A
"I would have to say we both end up going to Las Vegas, uh, probably once every maybe year and a half.",sd,A
Yes.,ny,A
"I, I don't have cable",sd,B
"Well, that's good.",ba,A
it it was not the teacher's fault.,sv,A
"But, oh, I saw, uh, ROBIN HOOD, which I didn't care for.",sd,A
Do you like the job sharing?,qy,B
but we found we couldn't read enough of it,sd,B
"I mean, as soon as the federal government gave up control on all that, they just went to hell in a hand basket.",sv,B
"But, um, the the whole sky was full of that eerie blue-green, uh, lightning.",sd,A
"yeah,",aa,A
"We, uh, skin them.",sd,A
"Um, what else considering beside family, economics, um,",t1,A
my dad has a farm,sd,A
"Yeah,",^h,A
Uh-huh.,b,A
"what, what, are you putting in triple glaze or double glaze or,",qy,A
"Oh, okay.",bk,A
everybody does.,sv,B
Yes.,b,A
and they do fire prevention work and certainly things of that sort.,sd,A
"Uh, we, uh,",%,B
Especially with the kids.,sv,A
Uh-huh.,b,A
"and they had never been to the United States,",sd,B
"Plastic is just too easy,",sv,A
"and the daughter was, oh, about a second grader.",sd,B
"and I think the bottles were like, I know they were at least ten cents apiece.",sd,A
She is.,aa,B
Do you want to go first?,qy,B
"So, it's, uh, it's going to be exciting for them, and for us too.",sv,A
Oh.,b,B
Uh-huh.,b,B
But to me it's worthwhile in the end.,sd,B
"and he took a couple of courses in economics and decided that wasn't,",sd,B
"that, of, in,",%,A
Uh-huh.,b,B
"uh, in fact we drove down to Corpus last week",sd,A
"Because I was just wondering, we went to Galveston this, this summer, even with all the oil spills and everything,",sd,B
"but, uh, they're, they're pretty reasonable, uh, car repair place also.",sv,A
"But, uh, we thought we were buying at the bottom of the market, you know,",sd,B
She doesn't hear very well,sd,B
"what, what magazines do you have at home?",qo,B
"Well, that's very interesting.",ba,A
Yeah.,b,A
uh-huh.,%,B
"The only yes I could go to is if uh, a renegade crew decides to launch an attack or an accidental launching or something to that effect to, to a nuclear exchange,",sd,A
"and maybe you don't start looking for that word guaranteed, until later.",sd,A
Yes,aa,B
I don't know whether you have to about an H M O.,sd,A
"Uh, what are your favorite, uh,",qw,A
"and then they won't,",%,A
Oh.,b,B
Part of the problem is we don't loan from ourselves.,sv,B
Uh-huh.,b,B
"I'm not going to listen to the facts or and, and con their way into, uh, getting past the lawyers and getting through that.",sv,A
"But if someone would come to get them, you know, they're allowed to leave with them,",sd,A
Yeah.,aa,A
You can always refuse,sd,A
Okay.,b,A
I guess the closest I've ever come to participating in music is singing in the choir.,sd,A
At first he was just a big muscle man.,sv,B
"and I,",%,B
A lot of people don't feel that way either,sd,A
They were real just books for fun.,sd,B
Yeah.,b,A
Uh-huh.,b,A
"All the way through history, there's, I guess,",sv,A
Uh-huh.,b,A
If I go vote you'll cancel my vote.,^q,B
"And, uh, you know, that's the kind of thing that would definitely come up, you know.",sd,A
"And, of course, they have the, um, dumpsters, uh, the, the igloos.",sd,A
"I don't know,",h,B
let's see.,^h,A
"Boy, that would really be beneficial.",ba,A
"That's, that's one important thing that I think about school.",sv,A
"and, and, uh, very windy.",sd,A
Uh-huh.,aa,A
"it's frustrating,",sv,B
"and, but I disagree with that,",ar,A
Uh-huh.,b,A
or does someone pick them up?,qrr,A
"It, It, it's kind of nice way to get away from everything for the day.",sv,A
"or,",%,A
Uh-huh.,b,A
Yeah.,b,B
"and they just play them over and over,",sv,A
"Right,",b,A
Yeah.,b,B
Uh-huh.,b,B
Yeah.,b,A
"Uh, I spent a number of years in the service as an intelligence analyst,",sd,B
Yeah.,b,B
"We're, we're trying,",%,B
